2019-05-16 13:40:38,Dulcedelechoza,"#Noruega sirvio a las #FARC y a #Cuba para cocinar el #JEP que hoy libera a #Santrich , pero esta en la jugada de ""… https://t.co/v2xzlSGrGZ",0,0,0.3
2019-05-16 13:32:26,Garbo de Montiel,"RT @BastardoBizarro: #nicolasmaduro hoy no tengo ganas de expresarme con educación y respecto para calificarte, eres Rolo de mmg y el ser m…",4,0,0.0
2019-05-16 13:27:11,Cocodrilo Bizarro,"#nicolasmaduro hoy no tengo ganas de expresarme con educación y respecto para calificarte, eres Rolo de mmg y el se… https://t.co/OXnQyBFhsO",4,1,0.3
